0.000001,0.000236,0.000554,0.000003
0.000001,0.000483,0.00064,0.000003
0.000001,0.00057,0.000626,0.000003
0.000001,0.00013,0.000778,0.000004
0.000001,0.000175,0.000632,0.000003
0.000001,0.001437,0.00063,0.000004
0.000001,0.000135,0.000656,0.000003
0.000001,0.000841,0.000657,0.000003
0.000001,0.000875,0.000652,0.000004
0.000001,0.000126,0.000612,0.000004
0.000001,0.000271,0.00064,0.000004
0.000001,0.00237,0.000637,0.000004
0.000001,0.000076,0.000798,0.000004
0.000001,0.000341,0.000643,0.000003
0.000001,0.00064,0.000638,0.000004
0.000001,0.00017,0.000722,0.000003
0.000001,0.000576,0.000643,0.000004
0.000001,0.003664,0.000628,0.000003
0.000001,0.000102,0.000766,0.000003
0,0.000367,0.000664,0.000004
0,0.00195,0.000647,0.000004
0.000001,0.000053,0.000621,0.000004
0.000001,0.00064,0.000636,0.000003
0.000001,0.003716,0.000629,0.000004
0.000001,0.000094,0.000925,0.000004
0.000001,0.001049,0.000635,0.000004
0.000001,0.002367,0.000644,0.000004
0.000001,0.000161,0.00062,0.000004
0.000001,0.000506,0.000638,0.000004
0.000001,0.00271,0.00063,0.000003
0.000001,0.000118,0.000897,0.000004
0.000001,0.000375,0.000654,0.000004
0.000001,0.002505,0.000643,0.000003
0.000001,0.000101,0.000816,0.000004
0.000001,0.000213,0.000643,0.000004
0.000001,0.001417,0.000631,0.000004
0,0.000122,0.0006,0.000004
0.000001,0.000426,0.000644,0.000003
0.000001,0.001118,0.000629,0.000003
0.000001,0.000047,0.001067,0.000004
0.000001,0.000841,0.000643,0.000004
0.000001,0.002139,0.00064,0.000003
0.000001,0.00006,0.000958,0.000004
0.000001,0.000455,0.000641,0.000004
0.000001,0.000037,0.000635,0.000004
0.000001,0.000092,0.000819,0.000003
0.000001,0.000638,0.000662,0.000003
0.000001,0.004386,0.000651,0.000003
0.000001,0.000219,0.000656,0.000004
0.000001,0.000174,0.000641,0.000003
0.000001,0.000839,0.000639,0.000004
0.000001,0.000091,0.000752,0.000004
0.000001,0.00064,0.000644,0.000004
0.000001,0.001474,0.000634,0.000004
0.000001,0.000087,0.000609,0.000003
0.000001,0.00034,0.000639,0.000003
0.000001,0.002039,0.000638,0.000003
0.000001,0.000162,0.000641,0.000003
0.000001,0.000809,0.000659,0.000004
0.000001,0.001843,0.000652,0.000004
0.000001,0.000111,0.000716,0.000004
0.000001,0.000316,0.000646,0.000004
0.000001,0.001968,0.000634,0.000004
0.000001,0.000109,0.00061,0.000004
0.000001,0.000823,0.00064,0.000003
0.000001,0.001874,0.000628,0.000004
